"11","1","Jl. Citra Green no 123","3","2","4.56E+09","198","202","2","5","4","2200.00",,"Deskripsi
  Miliki Hunian di Podomoro Park Bandung dgn view Danau dr Rumah Anda
  PT. Agung Podomoro Land, Tbk. (APLN) merupakan pengembang nasional dengan reputasi 
 
 
 
 internasional yang senantiasa menghadirkan produk properti yang berkualitas. 
 
 APLN mahir dalam model pengembangan properti seperti kawasan terpadu, hotel, komersial area, 
 
 
 
 perkantoran dan hunian tapak/landed house. 
 
 Berbekal lebih dari 48 tahun pengalaman yang terfokus dalam dunia properti, APLN mempunyai 
 
 
 
 landasan yang kuat untuk menjadi pengembang terdepan dalam menggarap pasar properti di 
 
 
 
 Indonesia, dan berkomitmen untuk mendukung pembangunan negeri, dimana dapat diketahui dari 
 
 
 
 pembangunan properti yang telah dilaksanakan di berbagai daerah, secara tidak langsung turut 
 
 
 
 mengangkat segi ekonomi dan sosial di wilayah tersebut.
 
 
 
 Podomoro Park Bandung merupakan satu-satunya hunian yang memiliki 5 Elements of Home Resort 
 
 
 
 Living : 
 
 
 
 1. Lake (danau sepanjang 1km di area Podomoro Park) 
 
 2. Trees (pepohonan rimbun nan teduh di seluruh kawasan Podomoro Park) 
 
 3. Mountain (view pegunungan Bandung Selatan yang berbaris kokoh, memberikan view indah dan 
 
 
 
 kesan sejuk) 
 
 4. Air (udara sejuk dan bersih tercipta di kawasan Podomoro Park) 
 
 5. Space (50% lahan digunakan sebagai ruang terbuka hijau)
 
 
 
 
 
 FASILITAS :
 
 
 
 - Club House 
 
 - Gym 
 
 - Swimming Pool 
 
 - Tennis Court 
 
 - Basket Court (3 on 3) 
 
 - Function Room 
 
 - Children's Playground 
 
 - Bike Lane 
 
 - Community Garden 
 
 - 24 Hour Security 
 
 - Panic button 
 
 - Gazebo 
 
 - Jogging Track by The Lake 
 
 - Viewing Deck 
 
 
 
 
 
 Spec 
 
 
 
 KODE : H/ANE-05/07
 
 TIPE : Jayagiri Standard
 
 CLUSTER : Anapuri
 
 DIMENSI : 9 x 22
 
 LUAS TANAH : 198 m2
 
 LUAS BANGUNAN : 202 m2
 
 
 
 TUNAI KERAS : 4,563,900,000
 
 KONTAN BERTAHAP : 5,071,000,000
 
 BALOON PAYMENT : 5,394,000,000
 
 
 
 
 
 Info Lebih Lanjut Hubungi Marketing Podomoro Park Bandung : Bp. FAIQ
  ",NULL,NULL,"1","1","1",NULL,"1","1","1","2","1","1","1","19","1","2","3","2","1"
"12","1","Jl. Bojong Kaler No 24","2","4","2.00E+09","120","110","1","4","3","2200.00",,"Deskripsi
  Mekar Wangi Bandung
  Lt 120/110
 
 SHM
 
 3 KT+ 1
 
 3KM + 1
 
 Air PDAM
 
 Listrik 2200
  ","1",NULL,"1","1",NULL,"1",NULL,"1",NULL,"2","1","1","1","13","1","2","6","2","3"
"13","1","Jl. Muara Baru mo 12","3","4","1.70E+10","700","750","2","5","5","4400.00",,"Deskripsi
  Dijual Rumah 100% Baru di Setraduta, Bandung Utara
  Dijual Rumah 100% Baru dan Lux di Setraduta Dago - Bandung Utara.
 
 LT 700m / LB 750m (2 lantai), hgb, 5+2kt, 5+2km, garasi 4 mbl, carport 4 mobil, air jet pump, listrik 4400w, hadap barat, lebar muka 15 meter, material kualitas bagus, kolam renang (optional), dalam tahap pembangunan dan selesai oktober 2020.
 
 Harga Rp 17M (nego)
 
 
 
 Support Banking by BCA, Panin, UOB, May Bank, Permata, OCBC Nisp, CIMB Niaga, Muamalat, Danamon.
 
 
 
 More info :
 
 Gerry GM Property
 
 Tlp/WA : wa.me/6281910118921
 
 Personal Web : gerrygmpro.agent.co.id
  ",NULL,"1","1",NULL,"1",NULL,NULL,"1","4","4","1","1","1","10","1","2","6","2","4"
"14","1","Jl. Pangarang no 15","3","5","4.85E+08","84","60","1","2","2","1300.00",,"Deskripsi
  Rumah cantik siap huni di cipamokolan riung bandung
  Rumah siap huni di jual cepat di kompe Rancasari,cipamokolan kota bandung.
 
 
 
 
 
 - Rumah sejuk asri dan nyaman keamanan 24 jam
 
 
 
 - Rumah strategis dekat kefasilitas umum dan sarana umum.
 
 - Rumah strategis dekat ke margahayu,ciwastra ,gedebage kota bandung.
 
 -lt 84 lb 60 kt 2 km 2 harga 485 juta
 
 - Janjian dulu sebelum survey
 
 
 
 -hp 082321517835
 
 
 
 - hanifah master pro
  ","0","0","1",NULL,"1","0","1","1",NULL,"1","1","1","1","22","1","3","3","3","2"
"15","1","Jl. Holis no 192","2","1","1.65E+09","254","173","1","4","4","2200.00",,"Deskripsi
  Hunian 1 lantai dekat bypas dan margacinta akses tol 6 menit
  dijual murah hunian 1 lantai. dekat margacinta, 5 menit ke bypass serta buahbatu soekarno hatta, kiaracondong. dekat ke tol buahbatu, terminal, pasar, sekolah & perkantoran.
 
 lingkungan nyaman. 
 
 
 
 minat lgsg hub. no telpon 
 
 0812 147 1598 // 0858 6398 0931
 
 Lt. 254 m2
 
 Lb. 173 m2
 
 Ktdr 3+1 (1 diatas + 3 di bawah)
 
 Km. 3+1 ( 1 diatas + 3 di bawah)
 
 hadap Utara
 
 listrik 2200
 
 air pdam
 
 carport & garasi 3 mobil
 
 hlmn depan.
 
 akses dekat ke margacinta, logam, bypass soekarno hatta. 
 
 shm imb kodya bandung.
 
 lokasi masuk mobil. bebas banjir.
 
 Harga Rp. 1,65 Milyar nego.
  ","1","1","1","1","1",NULL,NULL,"1","3","1","1",NULL,"1","7","1","2","1","3","2"
"16","1","Jl. Cikadut no 150","5","3","1.50E+09","90","60","1","2","2","2200.00",,"Deskripsi
  Dijual Cherry Rumah Tumbuh Summarecon Bandung Cluster Cynthia
  Unit Summarecon Bandung dengan Konsep Rumah Tumbuh Pertama. Fasilitas Private Cluster, Pool & Club House. Cluster ketiga Summarecon Bandung, Cynthia.
 
 
 
 Cherry
 
 Luas Tanah: 90 m²
 
 Luas Bangunan: 60m²
 
 2 Lantai
 
 2,200 Watt
 
 2 Kamar Tidur
 
 2 Kamar Mandi
 
 Harga 1,5 Milyar
 
 
 
 Summarecon Bandung dilengkapi fasilitas akses tol km 149, sekolah St. Aloysius & Al-Azhar, Summarecon Mall, ITB Innovation Park dan masih banyak lainnya
 
 
 
 Menjadi satu satunya kawasan kota mandiri di Bandung dengan rencana infrastruktur sangat bagus, dekat dengan stasiun kereta cepat Bandung-Jakarta, akses tol langsung di dalam kawasannya. Menjadikan pusat bagi perusahaan fintech dan e-commerce di kalangan generasi milenial
 
 
 
 Info lebih detail, hubungi:
 
 Adrianus Ryan (Discovery Property)
 
 081802259600
  ",NULL,"1","1","1","1","0",NULL,"1","2","2","1","1","1","23","1","2","2","2","1"
"17","1","Jl. Babakan Baru 8 no 187","3","2","5.50E+09","450","275","2","4","3","2200.00",,"Deskripsi
  Rumah dua Lantai Setramurni Bandung Utara
  Dijual Rumah dua Lantai Setramurni Bandung Utara
 
 
 
 Luas Tanah 450 m2
 
 Luas Bangunan 275 m2
 
 Bangunan 2 Lantai 
 
 4 Kamar Tidur 
 
 3 Kamar Mandi 
 
 2 Kamar Tidur Pembantu
 
 1 Kamar Mandi Pembantu
 
 Hadap Selatan 
 
 1 Gudang 
 
 Garasi/carport 3
 
 Listrik 3300 watt
 
 Air Jetpump
 
 
 
 Harga 5,5 Milyar
  ","1",NULL,NULL,"1",NULL,"1",NULL,"1","3","3","1","1","1","14","1","2","2","2","3"
"18","1","Jl. Muara Raya","3","5","2.50E+09","303","400","2","5","4","5500.00",,"Deskripsi
  Rumah luas siap huni di riung bandung cipamokolan bandung
  kondisi rumah masih baru 
 
 lingkungan nyaman dan aman 
 
 akses jalan leluasa
 
 bebas banjir 
 
 dekat ke jl utama soekarno hatta
  ",NULL,"1","1",NULL,"1","1","1","1","1","2","1","1","1","4","1","2","3","2","1"
"19","1","Jl. Permata Permai no 53","6","5","4.00E+10","838","400","1","10","5","7700.00",,"Deskripsi
  Dijual Rumah di Daerah Riau, Bandung Pusat
  Dijual Rumah di Daerah Riau - Bandung Pusat.
 
 LT: 655m2 (di sertifikat) dan -/+ 770m2 (real lapangan).
 
 LB: -/+ 450m2, lebar muka -/+ 20m.
 
 SHM, lokasi dkt BIP, cocok untuk cafe/kantor/bank/butik/fashion outlet/dll.
 
 Rumah Induk : lisrik 3500w, 15+2kt, 3+2km, kolam ikan.
 
 Paviliun : lt 215 m2, listrik 3500w, 3+1kt, 2km.
 
 Harga Rp 35M.
 
 
 
 Support Banking by BCA, Panin, UOB, May Bank, Permata, OCBC Nisp, CIMB Niaga, Muamalat, Danamon.
 
 
 
 More info :
 
 Gerry ""GM Property""
 
 Tlp/WA : wa.me/6281910118921
 
 Personal Web : gerrygmpro.agent.co.id
  ","1",NULL,"1",NULL,"1","1",NULL,NULL,"3","4","1","1","1","3","1","3","3","4","2"
"20","1","Jl. Setia no 30","2","4","3.00E+09","350","550","2","9","5","2200.00",,"Deskripsi
  Rumah cigadung dkt ITB tubagus ismail dago tol paster bandung
  Deskripsi
 
 Deskripsi
 
 
 
 dijual rumah siap huni strategis daerah cigadung tubagus smail Dago bandung
 
 
 
 selling point
 
 
 
 -10 menit ke kampus ITB UNPAD
 
 
 
 15 menit ke stasion kereta api
 
 
 
 15 menit ke bandara husen
 
 
 
 15 menit ke stasion kerete api
 
 
 
 15 menit ke pintu tol paster
 
 
 
 data spesifikasi
 
 
 
 Luas Tanah : 350m
 
 
 
 L uas bangunan : 550m
 
 
 
 KTidur : 9
 
 
 
 KMandi : 5
 
 
 
 Garasi : : 6 mobil
 
 
 
 SHM
 
 
 
 2 lantai
 
 
 
 Harga : 3 M
 
 
 
 MARLINA : 087822770683
  ",NULL,"1","1",NULL,"1","1","1","1","6","1","1","1","1","14","1","2","1","2","4"
"21","1","Jl. Baladewa no 120, Pajajaran","3","5","8.00E+09","560","300","1","4","3","2200.00",,"Deskripsi
  Dijual Rumah di Daerah Sutami, Bandung Utara
  Dijual Rumah di Daerah Sutami - Bandung Utara.
 
 Lt 560m / Lb 300m, shm, 4+2kt, 3+2km, air jet pump, listrik 2200w, garasi 2 mbl, carport 3 mbl, dapur Bersih + Dapur Kotor, Taman depan Samping dan Tengah, Hadap Barat, posisi di hook, lingkungan elit, rumah minimalis siap huni.
 
 Harga Rp 8M (nego)
 
 
 
 Support Banking by BCA, Panin, UOB, May Bank, Permata, OCBC Nisp, CIMB Niaga, Muamalat, Danamon.
 
 
 
 More info :
 
 Gerry ""GM Property""
 
 Tlp/WA : wa.me/6281910118921
 
 Personal Web : gerrygmpro.agent.co.id
  ",NULL,"1","1",NULL,"1","1","1","1","2","3","1","1","1","16","1","2","6","2","3"
"22","1","Jl. Laswi no 45","3","4","2.60E+10","800","500","1","5","5","4400.00",,"Deskripsi
  Dijual rumah lux hegarmanah bandung
  Dijual Cepat Rumah Lux Hegarmanah Wetan. Lt 800m2. Lb 500 m2. Shm. Imb. Lingkungan sejuk, Asri.cocok buat istirahat. Bangunan bagus, minimalis clasik. sangat terawat. Kt 3 + 2. Km 3 + 2. Kolam renang. Taman depan belakang. Garasi 2. Carport 5. Bangunan 1 lantai setengah. Harga Rp. 26 M.
  ","1",NULL,NULL,"1","1",NULL,"1","1","2","5","1",NULL,NULL,"9","1","1","3","3","1"
"23","1","Jl. Leuwi Panjang no 14","4","4","1.25E+09","185","150","2","8","5","1300.00",,"Deskripsi
  Rumah di Margahayu Soekarnohatta Kota Bandung harga Nego banget
  Rumah di Margahayu Soekarnohatta Kota Bandung harga Nego banget
 
 .
 
 .
 
 Spesifikasi :
 
 Luas tanah : 198 m
 
 Luas bangunan : 150 m
 
 Kmr tidur : 8
 
 Kmr mandi : 5
 
 2 Lantai
 
 Garasi/Carport : 1
 
 Listrik : 1300 watt
 
 Sertifikat : SHM
 
 
 
 Keterangan :
 
 Lokasi strategis
 
 Dekat ke jln soekarno-hatta
 
 Dekat ke jln rancabolang
 
 Dekat ke mall mtc/mim
 
 Dekat ke sekolah dan pasar
 
 Jalan lebar bisa 2 mobil
 
 Bebas banjir
 
 
 
 Harga : 1,25M NEGO
 
 
 
 
 
 Berminat? hubungi : RAHMA
 
 MASTERPro
  ",NULL,"1","1",NULL,NULL,NULL,"1",NULL,"1","1","1","1","1","11","1","2","3","3","2"
"24","1","Jl . Azalea ","3","5","3.60E+09","207","151","1","4","4","3500.00","0816672612","
 For sale cluster amanda Corner
 
 Cluster pertama dari total seluruh pengembangan Summarecon Bandung di Gedebage seluas 300 Ha.
 dgn perpaduan dari kawasan residensial, komersial & Bandung Teknopolis.

Keunggulan :
 

 
1. Private Access, memiliki area akses yang luas dan nyaman dan khusus untuk CLUSTER AMANDA & BTARI
 
 3. System Cluster, sistem cluster memudahkan akses ke setiap rumah yang dituju menjadi mudah, nyaman, dan aman serta setiap cluster memiliki GATE CLUSTER yang berbeda
 
 4. Security 24 Jam
 
 5. Utilitas Bawah Tanah, segala bentuk kabel listrik, telepon, internet terletak di bawah tanah 
 
 6. ROW jalan yang luas, minimal 10 meter
 
 7. Memiliki Estate Management yang berpengalaman dan profesional
 
 8. Memiliki CLUB HOUSE & SWIMMING POOL di masing - masing cluster
 
 9. Area Children Playground ( CPG ) di area cluster
 
 10. Panic Button, sebuah tombol di dalam rumah yang bisa digunakan jika terjadi urgensi keamanan
 
 11. Internet Broadband Connection, jaringan cepat.
 
 
 
 Informasi detil produk, pemesanan unit, harga, dll, jangan ragu untuk menghubungi saya :
 
 
 
 
 
 Berapa line telepon? 1
 
 Listrik: 3500 watt
 
 Kolam renang: Ya
 
 Sambungan Internet: Ya
 
 Apakah mobil masuk? Ya
 
 Bebas banjir? Ya
  ",NULL,NULL,"1","1","1","1",NULL,"1","1","2","1","1","1","5","1","2","3","3","2"
"25","1","Jl. Cimuncang no 312","6","4","4.00E+10","838","400","1","5","3","3500.00",,"Deskripsi
  Dijual Rumah di Sayap Riau, Bandung Pusat
  Dijual Rumah di Sayap Riau - Bandung Pusat.
 
 LT 838m / LB 400m, shm, 5+1kt, 3+1km, garasi 1 mbl, carport 8 mbl, listrik 3500 watt, posisi di hook, daerah ramai dan bisa dipakai usaha Cafe/Bimbel/FO/Rumah Makan/Butik/Bank/dll.
 
 Harga Rp 40M.
 
 
 
 Support Banking by BCA, Panin, UOB, May Bank, Permata, OCBC Nisp, CIMB Niaga, Muamalat, Danamon.
 
 
 
 More info :
 
 Gerry ""GM Property""
 
 Tlp/WA : wa.me/6281910118921
 
 Personal Web : gerrygmpro.agent.co.id
  ",NULL,"1","1",NULL,"1",NULL,"1","1","1","8",NULL,"1","1","14","1","2","6","3","2"
"26","1","Jl. Suryalaya Timur no 43","5","4","1.46E+10","585","350","1","10","3","2200.00",,"Deskripsi
  Dekat ke Asia Afrika dan Alun Alun Bandung
  Dijual Rumah di sayap Asia Afrika/Lengkong Bandung. Cocok untuk kantor, Bank dan usaha lainnya.
 
 Lt : 585 m2
 
 Lb : 350 m2
 
 Lm : 12 m
 
 Harga : 25 juta/m
 
 Info :
 
 Arief
 
 082129109800
  ","1","1",NULL,NULL,"1",NULL,"1","1","2","4","1",NULL,"1","22","3","3","1","3","2"
"28","1","Jl. Samoja no 56","4","8","1.20E+09","167","300","2","4","4","2200.00",,"Deskripsi
  Dijual rumah design menarik di riung bandung cipamokolan soekarnohatta
  rumah siap huni
 
 design unik dan menarik 
 
 lingkungan adem 
 
 bebas banjir 
 
 strategis
  ","1","1",NULL,NULL,"1","1",NULL,"1","1","2",NULL,NULL,"1","9","1","3","1","3","1"
